Item,Serving,Calories,Carbs,Protein,Fat,Fiber
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Dates,1 piece,25.0,6.1,0.2,0.0,0.7
,,,,,,
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Papaya,1 cup,,46.0,10.4,0.9,0.2
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
walnuts,6 piece,,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Almonds,4 almond,,1.2,1.2,2.4,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Orange,1 piece,,46.0,10.5,0.7,0.2
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Almonds,4 almond,,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Fresh fruit salad,1.5 katori,90.0,21.0,1.35,0.75,5.4
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Pomegranate,0.5 cup,72.0,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Pineapple,6 thin,156.0,36.6,1.2,0.6,9.6
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
,,,,,,
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Orange,1 piece,,46.0,10.5,0.7,0.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
,,,,,,
,,,,,,
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Almonds,4 almond,,1.2,1.2,2.4,0.8
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
,,,,,,
,,,,,,
,,,,,,
Raisins,1 tbsp,28.0,6.8,0.2,0.0,0.6
,,,,,,
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
walnuts,4 piece,,0.8,1.2,5.6,0.8
Pear,1 piece,,77.0,17.6,0.9,0.3
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Almonds,4 almond,,1.2,1.2,2.4,0.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Papaya,1 cup,,46.0,10.4,0.9,0.2
,,,,,,
Pineapple,2 thin,52.0,12.2,0.4,0.2,3.2
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Almonds,6 almond,48.0,1.8,1.8,3.6,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
walnuts,4 piece,,0.8,1.2,5.6,0.8
Pear,1 piece,,77.0,17.6,0.9,0.3
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Orange,1 piece,,46.0,10.5,0.7,0.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Muskmelon,1 cup,,27.0,5.6,0.5,0.3
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
,,,,,,
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,4 almond,32.0,1.2,1.2,2.4,0.8
Chiku,1 piece,59.0,12.8,0.4,0.7,6.5
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Almonds,4 almond,32.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Pumpkin seeds,1 tbsp,,1.3,2.7,4.4,0.6
,,,,,,
Papaya,1 cup,,46.0,10.4,0.9,0.2
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Pineapple,2 thin,52.0,12.2,0.4,0.2,3.2
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Fresh fruit salad,1.5 katori,90.0,21.0,1.35,0.75,5.4
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Pumpkin seeds,1 tbsp,,1.3,2.7,4.4,0.6
,,,,,,
Pineapple,2 thin,52.0,12.2,0.4,0.2,3.2
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
,,,,,,
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,,1.8,1.8,4.2,0.0
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Fresh fruit salad,1 katori,60.0,14.0,0.9,0.5,3.6
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
,,,,,,
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
Blueberries,1 In,17.0,3.5,0.2,0.0,0.0
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
,,,,,,
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,4 piece,,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Orange,1 piece,,46.0,10.5,0.7,0.2
Orange,1 piece,,46.0,10.5,0.7,0.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
,,,,,,
Pumpkin seeds,1 tbsp,,1.3,2.7,4.4,0.6
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Khajur,3 Piece,120.0,23.7,2.4,1.8,2.1
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Chiku,1 piece,59.0,12.8,0.4,0.7,6.5
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,4 piece,,0.8,1.2,5.6,0.8
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Orange,1 piece,,46.0,10.5,0.7,0.2
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,4 piece,,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Pineapple,2 thin,52.0,12.2,0.4,0.2,3.2
,,,,,,
walnuts,4 piece,,0.8,1.2,5.6,0.8
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,,4.1,1.6,3.0,3.3
,,,,,,
,,,,,,
Almonds,4 almond,56.0,1.2,1.2,2.4,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
Dates,1 piece,25.0,6.1,0.2,0.0,0.7
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Pomegranate,0.5 cup,72.0,16.25,1.45,1.0,3.5
,,,,,,
,,,,,,
,,,,,,
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
walnuts,6 piece,42.0,1.2,1.8,8.4,1.2
Cow milk,0.5 glass,84.0,5.5,4.0,5.15,0.0
Pumpkin seeds,1 tbsp,52.0,1.3,2.7,4.4,0.6
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Mosambi,1 piece,29.0,6.2,0.5,0.2,1.8
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
walnuts,4 piece,56.0,0.8,1.2,5.6,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,42.0,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Flax seeds,1 tbsp,55.0,3.0,1.9,4.4,2.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,,1.2,1.2,2.8,0.0
Orange,1 piece,,46.0,10.5,0.7,0.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Almonds,4 almond,,1.2,1.2,2.4,0.8
walnuts,4 piece,,0.8,1.2,5.6,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
Almonds,6 almond,,1.8,1.8,3.6,1.2
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
,,,,,,
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
Epigamia plain yoghurt,1 pack,69.0,5.6,7.2,2.0,0.0
Cashew Nuts,6 Piece,48.0,1.8,1.8,4.2,0.0
walnuts,6 piece,,1.2,1.8,8.4,1.2
Pomegranate,1 cup,144.0,32.5,2.9,2.0,7.0
Pineapple,6 thin,156.0,36.6,1.2,0.6,9.6
Almonds,6 almond,,1.8,1.8,3.6,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Apple smoothie,1 glass,145.0,22.0,3.6,4.9,1.6
,,,,,,
,,,,,,
walnuts,6 piece,,1.2,1.8,8.4,1.2
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
,,,,,,
,,,,,,
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Apple,1 piece,,88.0,20.0,0.3,0.8
Almonds,4 almond,28.0,1.2,1.2,2.4,0.8
Cashew Nuts,4 Piece,32.0,1.2,1.2,2.8,0.0
walnuts,4 piece,,0.8,1.2,5.6,0.8
Pineapple,4 thin,104.0,24.4,0.8,0.4,6.4
Almonds,6 almond,,1.8,1.8,3.6,1.2
,,,,,,
Chia seeds,1 tbsp,47.0,4.1,1.6,3.0,3.3
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
,,,,,,
,,,,,,
walnuts,6 piece,84.0,1.2,1.8,8.4,1.2
